('Alex Rogers', 'BARBARIAN', 'HALFLING', 15187, 20)
('Steven Shaw', 'BARBARIAN', 'TIEFLING', 4734, 14)
('Erin Conley', 'BARD', 'DRAGONBORN', 18009, 7)
('Stephen Robinson', 'WARLOCK', 'HALFLING', 2318, 18)
('Heather Garcia', 'CLERIC', 'TIEFLING', 2051, 17)
('Chad Osborn', 'FIGHTER', 'DWARF', 2355, 19)
('Cole Williams', 'MONK', 'ELF', 7835, 8)
('Dalton Spencer', 'WARLOCK', 'DWARF', 1116, 3)
('Julie Roberts', 'PALADIN', 'HUMAN', 17665, 11)
('Edward Sims', 'FIGHTER', 'HUMAN', 13519, 19)
('Jessica Beard', 'CLERIC', 'ELF', 9035, 2)
('Scott Patrick', 'BARBARIAN', 'HALFLING', 12150, 20)
('Joshua Ali', 'CLERIC', 'GNOME', 15138, 5)
('Brandon Buchanan', 'ARTIFICER', 'HALF_ELF', 3398, 14)
('Brittany Moyer', 'MONK', 'HALF_ORC', 16020, 12)
('Andrea Young', 'PALADIN', 'DWARF', 2927, 4)
('William Moody', 'BARD', 'ELF', 7331, 15)
('Mary Murphy', 'MONK', 'HALF_ELF', 3008, 14)
('Kimberly Valenzuela', 'BARD', 'DRAGONBORN', 8076, 18)
('Bobby Wang', 'SORCERER', 'HALFLING', 15836, 1)
('Wendy Elliott DVM', 'RANGER', 'HALFLING', 9420, 4)
('Richard Roberts', 'ROGUE', 'HUMAN', 16678, 5)
('Edward Lee', 'ARTIFICER', 'TIEFLING', 226, 18)
('Mark Roberts', 'RANGER', 'HALF_ORC', 5346, 1)
('Erin Rodriguez', 'WIZARD', 'TIEFLING', 17323, 9)
('Jonathan Mendez', 'CLERIC', 'DRAGONBORN', 3545, 4)
('Sabrina Robinson', 'WIZARD', 'DWARF', 3008, 7)
('Patricia Murray', 'RANGER', 'ELF', 2757, 12)
('Dakota Lee', 'BARBARIAN', 'HALFLING', 4715, 1)
('Deborah Salinas', 'CLERIC', 'HALFLING', 12012, 8)
('Leslie White', 'BARD', 'DWARF', 7707, 8)
('Brittany Cervantes', 'PALADIN', 'DRAGONBORN', 16041, 15)
('Heather Dunlap', 'SORCERER', 'HUMAN', 18728, 10)
('Linda Kerr', 'ARTIFICER', 'GNOME', 14844, 13)
('Nicholas Dickson', 'BARD', 'DWARF', 14429, 8)
('James Fritz', 'MONK', 'TIEFLING', 11571, 2)
('Angelica Johnston', 'ARTIFICER', 'GNOME', 547, 3)
('Charles Ford', 'PALADIN', 'HUMAN', 4853, 14)
('Peter Marshall', 'BARD', 'DWARF', 8027, 15)
('Larry Bush', 'ROGUE', 'HALF_ELF', 4115, 7)
('Victor Sims', 'ROGUE', 'DWARF', 10803, 17)
('Leslie Higgins', 'ROGUE', 'HALF_ELF', 11002, 9)
('Charles Berg', 'PALADIN', 'ELF', 12577, 5)
('Scott Terry', 'ARTIFICER', 'GNOME', 17526, 2)
('Tracy Barton', 'CLERIC', 'TIEFLING', 17846, 14)
('Brenda Miller', 'PALADIN', 'ELF', 2763, 2)
('Mary Martin', 'DRUID', 'HUMAN', 10816, 11)
('Jorge Clements', 'BARBARIAN', 'HALF_ELF', 13157, 16)
('Brandi Massey', 'WIZARD', 'GNOME', 12096, 6)
('Michael Miller', 'WIZARD', 'HALF_ORC', 2999, 4)
('Mrs. Jessica Baker', 'ARTIFICER', 'HUMAN', 11218, 19)
('Shaun Carson', 'BARD', 'TIEFLING', 1939, 11)
('Michelle Singh', 'CLERIC', 'DWARF', 2175, 14)
('Stephanie Nguyen', 'SORCERER', 'HUMAN', 8343, 12)
('Amber May', 'DRUID', 'HALFLING', 7123, 16)
('David Hernandez', 'BARD', 'HALF_ELF', 2932, 11)
('Alan Gonzalez', 'WARLOCK', 'HUMAN', 9775, 14)
('Ashley Jenkins', 'MONK', 'DRAGONBORN', 17897, 10)
('Mr. Ryan Campos', 'BARD', 'DWARF', 5973, 6)
('Fernando Nguyen', 'ROGUE', 'GNOME', 930, 12)
('Julia Miller', 'ARTIFICER', 'HALF_ELF', 14188, 8)
('Jennifer Davis', 'BARBARIAN', 'HALFLING', 7287, 19)
('Tina Massey', 'RANGER', 'DRAGONBORN', 10790, 10)
('Adam Molina', 'DRUID', 'HALF_ORC', 15700, 2)
('Brian Walker', 'WIZARD', 'HALF_ELF', 6232, 15)
('Lydia Davis', 'WIZARD', 'ELF', 13506, 16)
('Maria Trujillo', 'ARTIFICER', 'HALF_ORC', 848, 11)
('Mike Nelson', 'CLERIC', 'HALF_ORC', 12990, 18)
('Jonathan Soto', 'RANGER', 'GNOME', 6876, 18)
('Bryce Hendricks', 'WARLOCK', 'HUMAN', 10477, 8)
('Vicki Allen', 'WIZARD', 'GNOME', 18753, 15)
('Lynn Foster', 'RANGER', 'HALF_ELF', 438, 11)
('John Francis', 'WIZARD', 'HUMAN', 1766, 6)
('Carla Reed', 'WIZARD', 'HALFLING', 10693, 6)
('Christopher Bennett', 'WARLOCK', 'DWARF', 16459, 8)
('Erik Fuentes', 'WARLOCK', 'DWARF', 5390, 15)
('Dana Davenport', 'WARLOCK', 'HUMAN', 11935, 14)
('Nicholas Mcdonald', 'CLERIC', 'HUMAN', 8675, 17)
('Dr. Matthew Sims', 'WIZARD', 'HUMAN', 11044, 4)
('Curtis Ochoa', 'RANGER', 'HALF_ELF', 17695, 8)
('Ralph Ali', 'RANGER', 'ELF', 12343, 6)
('Cory Mendoza', 'FIGHTER', 'HALFLING', 19054, 11)
('Jonathon Martinez', 'PALADIN', 'GNOME', 834, 10)
('Sandra Lindsey', 'BARBARIAN', 'TIEFLING', 5658, 2)
('Edward Jones', 'WIZARD', 'HALF_ORC', 11967, 13)
('Shawn Smith', 'CLERIC', 'GNOME', 9902, 17)
('Joshua Valdez', 'RANGER', 'HALFLING', 18120, 20)
('Steve Hudson', 'PALADIN', 'DWARF', 10018, 13)
('Eddie Rich', 'SORCERER', 'GNOME', 6861, 13)
('Vincent Allen', 'WARLOCK', 'HALF_ELF', 13883, 9)
('Cheryl Price', 'ARTIFICER', 'HALF_ELF', 19855, 11)
('Elizabeth Cook', 'FIGHTER', 'DWARF', 5022, 18)
('Patrick Russell', 'BARBARIAN', 'ELF', 16629, 17)
('Jeffrey Ramos', 'MONK', 'GNOME', 625, 3)
('John Jackson', 'WARLOCK', 'HALF_ORC', 5164, 20)
('Cynthia Smith', 'MONK', 'TIEFLING', 19220, 16)
('Melissa Morgan', 'BARBARIAN', 'HALF_ELF', 3903, 7)
('Mr. Christopher Welch', 'ROGUE', 'ELF', 3901, 14)
('Richard Chandler', 'RANGER', 'GNOME', 14001, 3)
('David Morris', 'RANGER', 'HALFLING', 18692, 6)
('Heather Medina', 'PALADIN', 'DWARF', 10157, 12)
('Sean Allen', 'ROGUE', 'HALF_ORC', 19640, 10)
('Alison Carroll', 'BARBARIAN', 'DRAGONBORN', 2358, 5)
('Lisa Anderson', 'DRUID', 'DRAGONBORN', 14823, 19)
('Amanda Moore', 'BARBARIAN', 'HALF_ELF', 16116, 9)
('Barbara Smith', 'BARD', 'HUMAN', 18862, 11)
('Dennis Smith', 'PALADIN', 'DRAGONBORN', 10969, 17)
('Dennis Wilson', 'DRUID', 'HALF_ORC', 17507, 10)
('Adrian Morgan', 'PALADIN', 'DRAGONBORN', 7825, 18)
('Laura Brown', 'SORCERER', 'DWARF', 5036, 11)
('George Salazar', 'BARBARIAN', 'ELF', 6249, 14)
('Jacob Jones', 'RANGER', 'HUMAN', 7974, 19)
('Julia Taylor', 'FIGHTER', 'ELF', 10902, 19)
('Julia Johnson', 'ROGUE', 'DWARF', 14982, 15)
('Jon Dixon', 'FIGHTER', 'HALF_ORC', 4178, 2)
('Kevin Bernard', 'SORCERER', 'HALF_ELF', 16041, 20)
('Keith Logan', 'SORCERER', 'DRAGONBORN', 16493, 10)
('Brandy Ramirez', 'BARD', 'DRAGONBORN', 17682, 2)
('Alexander Conley', 'BARBARIAN', 'DWARF', 19384, 14)
('Marie Day MD', 'BARBARIAN', 'DWARF', 17966, 3)
('Joseph Castillo', 'BARBARIAN', 'HALFLING', 11962, 4)
('Linda Ellison', 'ARTIFICER', 'DWARF', 11999, 16)
('Pamela Edwards MD', 'WARLOCK', 'HALF_ORC', 2122, 15)
('Heather Washington', 'BARD', 'DWARF', 10232, 1)
('Rhonda Burns', 'BARD', 'HALF_ORC', 3294, 1)
('Donna Adams', 'RANGER', 'GNOME', 18917, 5)
('Peter Taylor', 'DRUID', 'HUMAN', 781, 8)
('Leslie Roy', 'ARTIFICER', 'ELF', 17755, 5)
('Edward Johnson DVM', 'FIGHTER', 'ELF', 17837, 9)
('Maria Hall', 'SORCERER', 'ELF', 1161, 16)
('Whitney Guerrero', 'FIGHTER', 'HUMAN', 7923, 8)
('Ashley Knox', 'DRUID', 'DRAGONBORN', 1034, 9)
('Julia Anderson', 'PALADIN', 'ELF', 14403, 6)
('Michael Perez', 'PALADIN', 'HALF_ELF', 2776, 17)
('Sarah Hancock', 'SORCERER', 'HALF_ELF', 9576, 20)
('Jennifer Bell', 'PALADIN', 'GNOME', 8645, 5)
('Angela Chandler', 'RANGER', 'GNOME', 14567, 20)
('James Wilson', 'WIZARD', 'HALFLING', 8339, 6)
('Sherri Carter', 'CLERIC', 'HALF_ORC', 6661, 2)
('Jessica Barber', 'MONK', 'GNOME', 4328, 20)
('Sergio Ingram', 'WARLOCK', 'GNOME', 9363, 9)
('Sharon Benson', 'BARD', 'HALF_ELF', 6615, 18)
('Jordan Gray', 'ARTIFICER', 'GNOME', 11268, 7)
('Colleen Carey', 'PALADIN', 'HUMAN', 9301, 13)
('Brian Martin', 'WARLOCK', 'HALFLING', 11240, 1)
('Katelyn Barry', 'BARD', 'HUMAN', 7021, 3)
('April Glenn', 'ARTIFICER', 'TIEFLING', 10275, 12)
('Bryan Weiss', 'WIZARD', 'HUMAN', 8389, 16)
('Rebecca White', 'BARBARIAN', 'DRAGONBORN', 5458, 5)
('Samantha Morrison', 'ROGUE', 'ELF', 14476, 2)
('John Mclaughlin', 'BARBARIAN', 'HALFLING', 3473, 2)
('Lauren Navarro', 'ROGUE', 'DRAGONBORN', 18423, 14)
('Lawrence Wang', 'FIGHTER', 'TIEFLING', 11245, 5)
('Zachary Kelly', 'ROGUE', 'HALF_ORC', 1688, 15)
('Tammy Harris', 'MONK', 'DWARF', 12909, 8)
('Natalie Keith', 'ROGUE', 'DRAGONBORN', 6256, 18)
('Spencer Wright', 'RANGER', 'HALFLING', 8414, 19)
('David Bauer', 'ROGUE', 'HALFLING', 7423, 15)
('Caitlin Bailey', 'FIGHTER', 'DWARF', 11707, 13)
('Scott Fernandez', 'WIZARD', 'DWARF', 7895, 1)
('Kendra White', 'BARBARIAN', 'GNOME', 18144, 4)
('Darrell Daniels', 'SORCERER', 'GNOME', 7688, 6)
('Natalie Richard', 'ROGUE', 'GNOME', 8494, 13)
('Thomas Jones', 'ROGUE', 'GNOME', 8451, 17)
('Shannon Barnes', 'RANGER', 'ELF', 16246, 4)
('Lisa Johnson', 'MONK', 'HUMAN', 10152, 15)
('Mary Griffith', 'ROGUE', 'HALF_ELF', 13026, 14)
('David Scott', 'RANGER', 'HUMAN', 10587, 11)
('Rick Oneal', 'BARD', 'DRAGONBORN', 18089, 15)
('Shane Hughes', 'RANGER', 'HUMAN', 6880, 12)
('Christopher Ward', 'WIZARD', 'TIEFLING', 72, 19)
('William Thomas', 'WIZARD', 'ELF', 4040, 12)
('Paul Guzman', 'CLERIC', 'TIEFLING', 19386, 10)
('Matthew Thomas', 'PALADIN', 'DRAGONBORN', 9330, 19)
('Natalie Wagner', 'WIZARD', 'HALFLING', 588, 10)
('Belinda Hernandez', 'ARTIFICER', 'HALF_ELF', 16560, 10)
('Courtney Short', 'FIGHTER', 'DRAGONBORN', 13756, 9)
('Susan Bauer', 'FIGHTER', 'HUMAN', 4470, 17)
('Janet Taylor', 'FIGHTER', 'ELF', 14853, 15)
('Amy Mendoza', 'ARTIFICER', 'TIEFLING', 2470, 13)
('Ashley Garcia', 'PALADIN', 'GNOME', 7013, 20)
('Dakota Ayala', 'BARBARIAN', 'GNOME', 3291, 11)
('Kaitlyn Bryant', 'ARTIFICER', 'HALF_ORC', 704, 11)
('Michael Armstrong', 'SORCERER', 'HALF_ELF', 18144, 6)
('Kevin Stafford', 'BARBARIAN', 'HALF_ORC', 16154, 16)
('Lindsey Gonzalez', 'CLERIC', 'DRAGONBORN', 18280, 11)
('Bryan Bryant', 'CLERIC', 'HUMAN', 16929, 3)
('Mary Thomas', 'WIZARD', 'HUMAN', 4052, 20)
('Michael Lara', 'WARLOCK', 'TIEFLING', 3205, 12)
('Kelly Romero', 'RANGER', 'HALF_ORC', 15821, 12)
('Caitlyn Ray', 'WARLOCK', 'GNOME', 15418, 7)
('Victoria Brown', 'BARD', 'HUMAN', 959, 13)
('Megan Brown', 'FIGHTER', 'HUMAN', 6115, 4)
('Anne Watson', 'PALADIN', 'HALFLING', 8756, 10)
('Jacqueline Cox MD', 'CLERIC', 'HALF_ELF', 13009, 8)
('Richard Martinez', 'CLERIC', 'DRAGONBORN', 18177, 4)
('Ryan Dawson', 'PALADIN', 'HALFLING', 17136, 17)
('Mark Tyler', 'MONK', 'HALF_ORC', 1298, 1)
('Christopher Valencia', 'BARBARIAN', 'DWARF', 19741, 19)
('Angela Rodriguez', 'FIGHTER', 'HALF_ELF', 8988, 20)
('Douglas Reeves', 'MONK', 'TIEFLING', 1355, 2)
('Jason Black', 'BARBARIAN', 'HALF_ELF', 10544, 11)
('Sarah Livingston', 'PALADIN', 'HUMAN', 7034, 1)
('Michael Pena', 'WARLOCK', 'DRAGONBORN', 8989, 17)
('Nicole Mendoza', 'DRUID', 'DRAGONBORN', 1343, 18)
('Robin Murray', 'ROGUE', 'HUMAN', 496, 1)
('Molly Levy', 'WARLOCK', 'TIEFLING', 1650, 12)
('Cynthia Jones', 'RANGER', 'GNOME', 6703, 17)
('Michele Mcclure', 'SORCERER', 'DWARF', 6617, 15)
('Jonathon Bryant', 'MONK', 'HUMAN', 10776, 4)
('Justin Willis', 'WIZARD', 'HALF_ELF', 13770, 7)
('Elizabeth Martin', 'ARTIFICER', 'ELF', 10012, 9)
('Anna Lee', 'BARBARIAN', 'HUMAN', 12067, 10)
('Jessica Gibson', 'WARLOCK', 'GNOME', 6111, 14)
('Frank Walker', 'WARLOCK', 'HALFLING', 92, 5)
('Janice Lucas', 'WARLOCK', 'HALF_ORC', 11188, 14)
('John Morales', 'MONK', 'ELF', 7325, 9)
('Kevin Jenkins', 'RANGER', 'DWARF', 15305, 14)
('Jennifer Arnold', 'WIZARD', 'HALFLING', 14106, 5)
('Eric Cortez', 'SORCERER', 'ELF', 2787, 9)
('Edward Smith', 'WARLOCK', 'HUMAN', 10516, 4)
('Logan Davis', 'PALADIN', 'GNOME', 2514, 1)
('Joshua Middleton', 'ARTIFICER', 'HALF_ORC', 13238, 2)
('Jessica House MD', 'FIGHTER', 'HALFLING', 1258, 10)
('Summer Barnes', 'WARLOCK', 'TIEFLING', 7254, 16)
('Brooke Gamble', 'BARBARIAN', 'HALFLING', 17239, 11)
('Charles Lewis', 'ROGUE', 'DRAGONBORN', 8235, 9)
('John Nielsen', 'BARBARIAN', 'HUMAN', 12422, 13)
('Scott Brown', 'ROGUE', 'HALFLING', 9508, 9)
('Lisa Huynh', 'SORCERER', 'HALF_ELF', 9813, 2)
('Adam Davis', 'RANGER', 'TIEFLING', 11199, 16)
('Anthony Williams', 'BARD', 'GNOME', 9382, 8)
('Jennifer Sellers MD', 'SORCERER', 'HALF_ELF', 5113, 13)
('Kevin Sawyer', 'WARLOCK', 'HALFLING', 12280, 7)
('Michael Miller', 'DRUID', 'DRAGONBORN', 7620, 10)
('Robert Gonzalez', 'FIGHTER', 'DWARF', 16472, 3)
('Jennifer Sanders', 'DRUID', 'HALF_ORC', 3596, 7)
('Patty Lawrence', 'WARLOCK', 'HALF_ELF', 12001, 3)
('Jacob Rodriguez', 'DRUID', 'HALF_ORC', 11934, 9)
('Peter Mccormick', 'ARTIFICER', 'GNOME', 17468, 9)
('Mr. David Smith', 'BARBARIAN', 'DRAGONBORN', 12660, 2)
('Joseph Farmer', 'WIZARD', 'DRAGONBORN', 18487, 5)
('Christopher Garcia', 'BARD', 'HALF_ELF', 3340, 7)
('Luke Miller', 'PALADIN', 'HALF_ORC', 1581, 16)
('Amy Jackson', 'WIZARD', 'ELF', 18820, 14)
('Douglas Garner', 'CLERIC', 'HALF_ELF', 450, 3)
('Jeffrey Brown', 'PALADIN', 'DWARF', 622, 4)
('Alexander Brown', 'DRUID', 'DRAGONBORN', 1631, 10)
('Ricky Pena', 'SORCERER', 'HALFLING', 12325, 9)
('Dustin Anderson', 'ARTIFICER', 'HALF_ORC', 12809, 14)
('Jeremy Carrillo', 'FIGHTER', 'HALF_ELF', 10966, 11)
('John Williams', 'WARLOCK', 'HUMAN', 16409, 18)
('Holly Chambers', 'ROGUE', 'HALF_ELF', 6487, 6)
('Jason Long', 'BARD', 'HALF_ELF', 17095, 19)
('Ruben Miller', 'MONK', 'HALFLING', 9557, 13)
('Donna Richardson', 'ARTIFICER', 'DWARF', 6389, 18)
('Curtis Jackson', 'MONK', 'DRAGONBORN', 14983, 2)
('Joshua Ramirez', 'BARD', 'GNOME', 19323, 20)
('Brian Saunders', 'PALADIN', 'DRAGONBORN', 13384, 1)
('Crystal Pugh', 'SORCERER', 'DRAGONBORN', 15369, 20)
('Michelle Hall', 'FIGHTER', 'HALFLING', 10830, 2)
('Daniel Banks', 'ROGUE', 'TIEFLING', 11865, 1)
('Jacob Ellison', 'RANGER', 'HALFLING', 18300, 1)
('Sarah Kennedy', 'SORCERER', 'HALF_ORC', 8172, 13)
('Jared Ramirez', 'WIZARD', 'GNOME', 16938, 15)
('Kylie Peterson', 'BARBARIAN', 'HUMAN', 12611, 9)
('Melissa Jackson', 'RANGER', 'HUMAN', 14453, 9)
('Stephanie Black', 'RANGER', 'HALF_ELF', 16837, 5)
('Janice Allen', 'SORCERER', 'HUMAN', 14716, 3)
('Tina Norton', 'WARLOCK', 'DRAGONBORN', 9187, 20)
('Andrea King', 'WIZARD', 'HALFLING', 19575, 10)
('Grant Reed', 'WIZARD', 'HUMAN', 13981, 3)
('Stephanie Perez', 'PALADIN', 'GNOME', 1728, 13)
('Clayton Adams', 'BARBARIAN', 'HUMAN', 812, 19)
('Cindy Weiss', 'SORCERER', 'HALFLING', 14053, 8)
('Andrew Luna', 'ARTIFICER', 'HALFLING', 6046, 15)
('Joseph Peterson', 'BARD', 'HUMAN', 17967, 6)
('Cynthia Smith', 'MONK', 'ELF', 954, 18)
('Jessica Montgomery', 'BARD', 'HUMAN', 14087, 5)
('Brittney Dunlap', 'ARTIFICER', 'HALF_ORC', 8884, 8)
('Cynthia Thomas', 'PALADIN', 'HALFLING', 18306, 9)
('Louis Lee', 'BARBARIAN', 'DRAGONBORN', 4354, 20)
('Rachel Clark', 'ROGUE', 'DRAGONBORN', 90, 1)
('Richard Baker', 'BARD', 'HALF_ORC', 16675, 7)
('Natalie Marsh', 'CLERIC', 'TIEFLING', 7036, 19)
('Tamara Walters', 'WIZARD', 'HALF_ORC', 8843, 17)
('Penny Davies', 'DRUID', 'HUMAN', 5883, 15)
('Teresa Reed', 'BARBARIAN', 'HALF_ORC', 5226, 9)
('Cheryl Robinson', 'BARD', 'DRAGONBORN', 11090, 16)
('Todd Jenkins', 'RANGER', 'HALFLING', 19658, 5)
('Tracy Long', 'ARTIFICER', 'HALF_ELF', 6157, 7)
('Sarah Proctor', 'CLERIC', 'GNOME', 18896, 1)
('Robert Vance', 'MONK', 'GNOME', 9552, 18)
('Margaret Rollins', 'DRUID', 'TIEFLING', 14113, 2)
('Cheryl Jackson', 'CLERIC', 'ELF', 7571, 11)
('Kristin Munoz', 'WIZARD', 'HALFLING', 19376, 3)
('Paige Bailey', 'MONK', 'TIEFLING', 9803, 16)
('John Guerra', 'ARTIFICER', 'TIEFLING', 18528, 8)
('Desiree Olson', 'PALADIN', 'HALFLING', 16076, 19)
('David Cox', 'ARTIFICER', 'TIEFLING', 17788, 6)
('Courtney Reynolds', 'SORCERER', 'ELF', 16756, 9)
('Caroline Porter', 'ROGUE', 'HALF_ORC', 11057, 2)
('Heather Hughes', 'FIGHTER', 'HUMAN', 10376, 19)
('Brandon Hunt', 'SORCERER', 'HALFLING', 266, 5)
('Tina Watkins', 'WARLOCK', 'DWARF', 2385, 7)
('Shawn Gibson', 'RANGER', 'HALF_ELF', 1092, 15)
('Chris Waters', 'ROGUE', 'GNOME', 6382, 19)
('Carolyn Diaz', 'WIZARD', 'ELF', 2916, 2)
('Rachel Vincent', 'DRUID', 'DWARF', 8074, 2)
('Alex Beard', 'CLERIC', 'DRAGONBORN', 775, 18)
('Jonathan Miller', 'CLERIC', 'GNOME', 10010, 20)
('Jaime Armstrong MD', 'SORCERER', 'HALF_ELF', 10530, 9)
('Bethany Hanson', 'CLERIC', 'HALF_ELF', 5458, 3)
('Haley Reynolds', 'CLERIC', 'ELF', 5850, 18)
('Connie Kramer', 'FIGHTER', 'DWARF', 9698, 3)
('Jesus Flores', 'BARBARIAN', 'HALF_ELF', 1209, 3)
('Robert Wade', 'BARBARIAN', 'DWARF', 4498, 13)
('Renee Fisher', 'ARTIFICER', 'HALF_ORC', 16505, 1)
('Ana Thomas', 'FIGHTER', 'HALF_ORC', 1798, 11)
('David Harrell', 'FIGHTER', 'ELF', 15966, 8)
('Ricardo Fisher', 'ROGUE', 'HALFLING', 4320, 20)
('Thomas Armstrong', 'CLERIC', 'ELF', 7615, 17)
('Kendra Bennett', 'WARLOCK', 'HUMAN', 3661, 1)
('Justin Morgan', 'PALADIN', 'HALF_ELF', 1526, 2)
('Patrick Berry', 'WARLOCK', 'HUMAN', 84, 16)
('Harold Craig', 'ARTIFICER', 'HALFLING', 14679, 13)
('Timothy Smith', 'PALADIN', 'DWARF', 3729, 16)
('Martha Lewis', 'WIZARD', 'HALFLING', 2279, 17)
('Travis Wiley', 'CLERIC', 'HALF_ORC', 11750, 12)
('Brian Fisher', 'FIGHTER', 'HALFLING', 1361, 11)
('Jimmy Smith', 'CLERIC', 'HALF_ORC', 19129, 14)
('Tina Herrera', 'PALADIN', 'ELF', 15482, 10)
('Sherry Mccoy', 'RANGER', 'TIEFLING', 5003, 20)
('Amanda Graham', 'PALADIN', 'DRAGONBORN', 759, 6)
('Gabriel Hoffman', 'MONK', 'DWARF', 5981, 3)
('Angela Coleman', 'RANGER', 'GNOME', 8889, 19)
('Ashley Paul', 'MONK', 'GNOME', 838, 3)
('Ryan Chambers', 'PALADIN', 'GNOME', 3355, 1)
('Jennifer Estes', 'SORCERER', 'ELF', 11099, 12)
('Shannon Buck', 'CLERIC', 'GNOME', 3984, 3)
('William Watson', 'ARTIFICER', 'DRAGONBORN', 11499, 3)
('Darren Mendoza', 'ROGUE', 'HUMAN', 10502, 19)
('Brittney Taylor', 'WARLOCK', 'DRAGONBORN', 14687, 8)
('Jonathan Perkins', 'FIGHTER', 'TIEFLING', 19247, 12)
('Mrs. Bonnie Munoz', 'ROGUE', 'HALFLING', 11321, 6)
('Michael Moreno', 'BARBARIAN', 'HALFLING', 16255, 5)
('Stephanie Mills', 'SORCERER', 'GNOME', 12021, 19)
('Brian Hicks', 'WIZARD', 'DWARF', 12019, 7)
('Samuel Lawson', 'MONK', 'TIEFLING', 8147, 13)
('Jeanette Ross', 'PALADIN', 'HALFLING', 16023, 12)
('Jack Clark', 'FIGHTER', 'GNOME', 10969, 7)
('Tiffany Villegas', 'DRUID', 'TIEFLING', 12747, 10)
('Patricia Kim', 'RANGER', 'DRAGONBORN', 11312, 10)
('Melissa Hopkins', 'WARLOCK', 'ELF', 14355, 13)
('Jennifer James', 'MONK', 'HALF_ORC', 16277, 7)
('Trevor Flores', 'RANGER', 'HUMAN', 6157, 18)
('Susan Perez', 'FIGHTER', 'DRAGONBORN', 16191, 1)
('Heather Harper', 'DRUID', 'HUMAN', 9185, 7)
('Noah Miles', 'ROGUE', 'DWARF', 16726, 2)
('Ryan Cooke', 'WARLOCK', 'HALF_ORC', 15785, 7)
('Matthew Stephens', 'DRUID', 'DRAGONBORN', 1322, 17)
('Yolanda Mendez', 'PALADIN', 'TIEFLING', 19560, 17)
('Madison Davenport', 'WIZARD', 'DRAGONBORN', 455, 16)
('Benjamin Cook', 'BARBARIAN', 'DWARF', 130, 19)
('Brittney Cameron', 'CLERIC', 'HALFLING', 17612, 12)
('Taylor Perry', 'BARBARIAN', 'TIEFLING', 5744, 6)
('Rodney Campos', 'BARBARIAN', 'HALF_ELF', 11718, 2)
('Michael Martinez', 'WIZARD', 'GNOME', 8989, 19)
('Veronica Vang DDS', 'DRUID', 'HALF_ELF', 3119, 1)
('Daniel Cummings', 'BARD', 'HALF_ELF', 9813, 5)
('Joshua Rice', 'DRUID', 'ELF', 9152, 7)
('Catherine James', 'WARLOCK', 'HALFLING', 15573, 20)
('Daniel Mccall', 'BARD', 'HALF_ELF', 7887, 3)
('Lauren Lee', 'WIZARD', 'TIEFLING', 3122, 12)
('Lindsey Meyer', 'PALADIN', 'HUMAN', 14868, 17)
('Charles King', 'CLERIC', 'HUMAN', 1105, 4)
('Barbara Hamilton', 'WIZARD', 'ELF', 360, 5)
('Travis Espinoza', 'RANGER', 'HALF_ELF', 16831, 12)
('Jennifer Cardenas', 'WARLOCK', 'HALF_ORC', 2724, 1)
('Devin Herrera', 'PALADIN', 'HUMAN', 2983, 8)
('Deborah Russell', 'MONK', 'HALF_ELF', 7758, 9)
('Mrs. Kayla Johnson', 'ROGUE', 'GNOME', 19242, 12)
('Jeremy Brady', 'ROGUE', 'ELF', 8910, 4)
('Barbara White', 'CLERIC', 'GNOME', 3379, 14)
('Colleen Sullivan', 'BARD', 'HALF_ORC', 9596, 17)
('Megan Wright MD', 'WIZARD', 'HUMAN', 2055, 18)
('Brett Klein', 'ROGUE', 'HUMAN', 8400, 2)
('Tommy Marquez', 'RANGER', 'HALF_ELF', 1994, 15)
('Laura Mccoy', 'ARTIFICER', 'HUMAN', 17509, 1)
('Matthew Figueroa', 'DRUID', 'GNOME', 15337, 13)
('Katie Roberts', 'DRUID', 'HALFLING', 5144, 7)
('Jonathan Deleon', 'BARD', 'ELF', 2008, 2)
('Anita Ramos', 'MONK', 'HALF_ELF', 10302, 11)
('Tammy Mueller', 'BARBARIAN', 'TIEFLING', 16512, 20)
('Jill Gonzalez', 'BARBARIAN', 'DWARF', 6483, 2)
('Nancy Middleton', 'BARD', 'DWARF', 937, 3)
('Sheila Cook', 'WARLOCK', 'HALFLING', 16543, 1)
('Gerald Lamb', 'WIZARD', 'HUMAN', 2511, 19)
('Cristina Gomez', 'SORCERER', 'HALF_ORC', 2913, 10)
('Robert Gordon', 'SORCERER', 'TIEFLING', 15348, 1)
('Debbie Reyes', 'SORCERER', 'DWARF', 14341, 6)
('Nancy Castillo', 'ROGUE', 'HALF_ORC', 2334, 13)
('Teresa Wallace', 'WARLOCK', 'HALF_ORC', 8530, 20)
('Jennifer Clements MD', 'SORCERER', 'HALF_ORC', 3486, 7)
('Heather Cannon', 'SORCERER', 'HALF_ORC', 4081, 13)
('Nancy Cantrell', 'RANGER', 'GNOME', 15241, 18)
('Savannah Casey', 'ARTIFICER', 'DRAGONBORN', 11499, 1)
('Penny Cowan', 'SORCERER', 'GNOME', 5456, 15)
('Jorge Baird', 'WARLOCK', 'HALF_ELF', 15845, 13)
('Kristen Ramos', 'CLERIC', 'ELF', 13833, 14)
('Ashley Washington', 'WIZARD', 'HALF_ELF', 5076, 11)
('Mrs. Anna Barajas', 'ROGUE', 'HUMAN', 9849, 11)
