('Michael Hall', 'FIGHTER', 'HALF_ELF', 17915, 7)
('Jacob Dickerson', 'ARTIFICER', 'ELF', 14984, 8)
('Morgan Cooper', 'ROGUE', 'HALF_ORC', 13781, 16)
('Trevor Gardner', 'WARLOCK', 'TIEFLING', 15523, 3)
('Jessica Thompson', 'MONK', 'HALF_ELF', 2180, 9)
('Deanna Tran', 'CLERIC', 'DWARF', 18995, 16)
('Michael Jacobs', 'DRUID', 'TIEFLING', 17378, 4)
('Stephanie Ramsey', 'PALADIN', 'ELF', 7570, 17)
('Paul Edwards', 'ROGUE', 'HALF_ELF', 10637, 1)
('Richard Gordon', 'MONK', 'HALF_ORC', 10360, 13)
('Deborah Crawford', 'FIGHTER', 'HALF_ORC', 9437, 9)
('Christopher Santos', 'WARLOCK', 'TIEFLING', 4202, 20)
('Ryan Vasquez', 'ROGUE', 'HALFLING', 6508, 2)
('Samantha Miller', 'WIZARD', 'GNOME', 15141, 11)
('Angelica Harrington', 'BARD', 'GNOME', 6289, 6)
('Amanda Montgomery', 'BARD', 'HALFLING', 1017, 20)
('Robert Martinez', 'PALADIN', 'ELF', 13095, 9)
('Emily Dyer', 'FIGHTER', 'HALF_ELF', 53, 12)
('Sara Wheeler', 'DRUID', 'GNOME', 11554, 20)
('Teresa Barker', 'DRUID', 'DWARF', 17849, 8)
('Troy Oneal', 'CLERIC', 'HUMAN', 13798, 1)
('Deborah Gonzalez', 'FIGHTER', 'HALFLING', 3851, 19)
('Jason Boyd', 'WIZARD', 'DRAGONBORN', 2315, 5)
('Thomas Flores', 'WARLOCK', 'GNOME', 6768, 12)
('Stacy King', 'CLERIC', 'GNOME', 7652, 1)
('John Bowman', 'SORCERER', 'HALF_ELF', 4409, 10)
('Teresa Evans', 'BARBARIAN', 'HALFLING', 3687, 14)
('Ellen Santos', 'WARLOCK', 'DWARF', 320, 14)
('Dr. Diana Alvarez', 'ARTIFICER', 'HUMAN', 17156, 7)
('Jessica Smith PhD', 'BARD', 'DWARF', 18052, 15)
('Beth Norris', 'RANGER', 'ELF', 11150, 19)
('Annette Roth', 'CLERIC', 'ELF', 13923, 10)
('Hannah Moore', 'WIZARD', 'TIEFLING', 6114, 9)
('Sarah Johnson', 'BARD', 'DRAGONBORN', 9820, 12)
('Christine Hansen', 'BARD', 'HALF_ORC', 4341, 2)
('Jeff Mathis', 'ROGUE', 'HALF_ELF', 15325, 13)
('Stacy Russo', 'FIGHTER', 'GNOME', 12525, 18)
('Cheryl Jones', 'DRUID', 'HALFLING', 1204, 16)
('Sandra Sharp', 'CLERIC', 'HALF_ORC', 18087, 3)
('Kim Robinson', 'CLERIC', 'TIEFLING', 13210, 18)
('Tammy Wilson', 'FIGHTER', 'DRAGONBORN', 6601, 2)
('Dustin Henson', 'FIGHTER', 'DRAGONBORN', 3712, 20)
('William Jackson', 'MONK', 'DWARF', 9679, 13)
('Spencer Delacruz', 'ARTIFICER', 'HALFLING', 14933, 5)
('Isaiah Holloway', 'ROGUE', 'GNOME', 5033, 12)
('David Bridges', 'WARLOCK', 'DRAGONBORN', 2040, 9)
('Aaron Gibson', 'WIZARD', 'HALF_ORC', 17718, 17)
('Kimberly Smith', 'ROGUE', 'HALF_ORC', 5948, 20)
('Carlos Clayton', 'DRUID', 'HUMAN', 9642, 6)
('Zachary Compton', 'ROGUE', 'ELF', 101, 9)
('Ann Gillespie', 'CLERIC', 'HALFLING', 7155, 3)
('Phillip Shaw', 'DRUID', 'GNOME', 12644, 7)
('William Keller', 'MONK', 'ELF', 14928, 15)
('Jordan Thomas', 'SORCERER', 'DWARF', 7864, 12)
('Antonio Wilson', 'WIZARD', 'DWARF', 8073, 12)
('Shelley Garcia', 'DRUID', 'HALF_ELF', 4749, 11)
('Christy Dunlap', 'FIGHTER', 'GNOME', 2669, 20)
('Aaron Webb', 'PALADIN', 'DWARF', 7504, 20)
('Sandra Moore', 'ROGUE', 'HUMAN', 8131, 14)
('Cynthia Vang', 'BARBARIAN', 'HALF_ORC', 2909, 11)
('Kevin Johnson', 'MONK', 'ELF', 11991, 10)
('David Johnson', 'ROGUE', 'DRAGONBORN', 17792, 5)
('Brian Bass', 'SORCERER', 'HALF_ORC', 1187, 12)
('Dakota Jones', 'CLERIC', 'HALF_ORC', 6852, 1)
('Patrick Nguyen', 'BARD', 'HUMAN', 16769, 14)
('Jenny Jones', 'ROGUE', 'GNOME', 17692, 6)
('Jessica Harding', 'RANGER', 'HALFLING', 18630, 14)
('Margaret Trujillo', 'DRUID', 'TIEFLING', 11732, 12)
('David Shelton', 'MONK', 'ELF', 4026, 1)
('Stacey Mccormick', 'FIGHTER', 'HALF_ORC', 2490, 11)
('Jamie Washington', 'MONK', 'GNOME', 19301, 6)
('Rebecca Craig', 'SORCERER', 'HUMAN', 9074, 18)
('Lisa Cunningham', 'BARBARIAN', 'DRAGONBORN', 10734, 1)
('Gabriel Bowen', 'CLERIC', 'GNOME', 19244, 15)
('Patricia Maddox', 'MONK', 'TIEFLING', 9916, 18)
('Sophia Jimenez', 'DRUID', 'DWARF', 1875, 13)
('David Palmer', 'PALADIN', 'DRAGONBORN', 14320, 19)
('Nicholas Williams', 'FIGHTER', 'DRAGONBORN', 17054, 12)
('Collin Curry II', 'MONK', 'HALF_ORC', 14308, 16)
('Henry Vasquez', 'CLERIC', 'DWARF', 19024, 2)
('Robert Moore', 'FIGHTER', 'TIEFLING', 7532, 16)
('Julie Mccoy', 'PALADIN', 'ELF', 10265, 2)
('Michelle Harrison MD', 'BARBARIAN', 'TIEFLING', 4229, 8)
('Allison Moore', 'MONK', 'HUMAN', 9474, 11)
('Larry Harris', 'ROGUE', 'HALFLING', 9178, 9)
('Ariel Parker', 'MONK', 'DWARF', 15681, 12)
('Michael Brown', 'WARLOCK', 'HALF_ORC', 12319, 16)
('Charles York', 'ARTIFICER', 'DWARF', 16494, 1)
('Sheena Riggs', 'WARLOCK', 'HALFLING', 17159, 16)
('Christopher Mason', 'WIZARD', 'HUMAN', 8298, 14)
('Denise Cooper', 'RANGER', 'HUMAN', 12273, 4)
('David Rivera', 'BARD', 'DWARF', 9086, 12)
('Charles Roberts', 'WARLOCK', 'DRAGONBORN', 1119, 4)
('Tanner Palmer', 'WARLOCK', 'TIEFLING', 11775, 6)
('Nathaniel Baker', 'ARTIFICER', 'TIEFLING', 10142, 3)
('Jerry Hardin', 'WARLOCK', 'TIEFLING', 592, 8)
('Melissa Williams', 'FIGHTER', 'HUMAN', 2501, 3)
('Emma Stevens', 'WARLOCK', 'HALFLING', 10347, 18)
('Jesse Joyce', 'WIZARD', 'HALFLING', 12059, 17)
('Kelly Dixon', 'CLERIC', 'HALFLING', 19153, 7)
('Timothy Green', 'PALADIN', 'GNOME', 2400, 12)
('Jesse White', 'SORCERER', 'DRAGONBORN', 14627, 2)
('Benjamin Delgado', 'SORCERER', 'GNOME', 2631, 7)
('Mitchell Rodriguez', 'BARBARIAN', 'ELF', 14619, 16)
('Kristina Garcia', 'PALADIN', 'ELF', 1605, 17)
('Paula Pierce', 'CLERIC', 'HALF_ELF', 3989, 7)
('Kevin Huffman', 'MONK', 'HALFLING', 7784, 8)
('Barbara Peterson', 'ROGUE', 'HALF_ELF', 14285, 9)
('Kevin Jackson', 'WARLOCK', 'DWARF', 1234, 4)
('Donald Wagner', 'BARBARIAN', 'HALF_ELF', 4505, 9)
('Ashley Melton', 'BARBARIAN', 'HUMAN', 7705, 20)
('Lisa Edwards', 'MONK', 'GNOME', 14170, 4)
('Natalie Schwartz', 'SORCERER', 'ELF', 563, 15)
('Susan Park', 'RANGER', 'DRAGONBORN', 3596, 18)
('Joshua Black', 'RANGER', 'TIEFLING', 9269, 20)
('Sarah Hicks', 'ROGUE', 'DRAGONBORN', 10371, 10)
('Jane Smith', 'ARTIFICER', 'DRAGONBORN', 12194, 2)
('Joshua Jacobs', 'RANGER', 'HALF_ORC', 12740, 16)
('Alexander Mullins', 'CLERIC', 'TIEFLING', 9505, 5)
('Mr. Matthew Knox', 'SORCERER', 'HALF_ORC', 11950, 13)
('Bradley Miller', 'PALADIN', 'HALFLING', 12686, 19)
('Susan Taylor', 'ROGUE', 'HALFLING', 4054, 4)
('Scott Robertson', 'CLERIC', 'GNOME', 7974, 7)
('Laurie Humphrey', 'CLERIC', 'DRAGONBORN', 12563, 12)
('Rhonda Gilbert', 'CLERIC', 'DWARF', 13182, 6)
('Mr. Austin Anderson', 'ROGUE', 'HALF_ELF', 8163, 19)
('David Warren', 'ROGUE', 'HALF_ELF', 5838, 14)
('Kenneth Harvey', 'ARTIFICER', 'DRAGONBORN', 12172, 5)
('Linda Gonzalez', 'WARLOCK', 'DRAGONBORN', 15777, 10)
('Richard Walker', 'WARLOCK', 'ELF', 8729, 2)
('Spencer Price', 'BARBARIAN', 'DRAGONBORN', 874, 5)
('Bryan Ramos', 'BARBARIAN', 'ELF', 7088, 19)
('Christina Smith', 'SORCERER', 'DRAGONBORN', 11681, 15)
('Mitchell Perez', 'ARTIFICER', 'HALFLING', 18581, 1)
('Steven Richardson', 'BARD', 'DRAGONBORN', 7315, 10)
('David Vasquez', 'FIGHTER', 'HUMAN', 19628, 5)
('James Lee', 'SORCERER', 'TIEFLING', 17850, 12)
('Destiny Atkinson', 'FIGHTER', 'GNOME', 17179, 8)
('Patricia Hines', 'WARLOCK', 'ELF', 10302, 1)
('Jeff Curry', 'BARBARIAN', 'DRAGONBORN', 2066, 8)
('Angela Robinson', 'CLERIC', 'HUMAN', 19825, 16)
('Suzanne Bradford', 'SORCERER', 'GNOME', 13981, 5)
('Kelly Jones', 'ROGUE', 'TIEFLING', 9975, 13)
('Roberto Watts', 'ARTIFICER', 'HALFLING', 18384, 16)
('Joshua Harris', 'PALADIN', 'GNOME', 994, 7)
('Gloria Ibarra', 'WIZARD', 'HALF_ORC', 9342, 2)
('Paul Lopez', 'RANGER', 'HALF_ELF', 8023, 13)
('Sherry Jones', 'BARBARIAN', 'HALF_ELF', 5199, 18)
('Natalie Fischer', 'RANGER', 'HALF_ORC', 8566, 5)
('Ronald Smith', 'DRUID', 'ELF', 11551, 1)
('Melissa Ballard', 'BARBARIAN', 'HALFLING', 1259, 11)
('Mary Wood', 'WIZARD', 'TIEFLING', 13587, 1)
('Margaret Morris', 'BARBARIAN', 'DWARF', 15979, 7)
('Carol Perry', 'FIGHTER', 'HALF_ELF', 6058, 15)
('Raymond Young', 'ARTIFICER', 'DWARF', 19015, 17)
('Joyce Dunn', 'BARD', 'ELF', 17026, 1)
('Rebecca Martinez', 'SORCERER', 'GNOME', 15850, 14)
('Brad Martinez', 'FIGHTER', 'HALF_ELF', 10257, 12)
('Daniel Henry', 'ROGUE', 'GNOME', 8021, 17)
('Sheri Vang', 'FIGHTER', 'TIEFLING', 4819, 13)
('Shannon Garrison', 'BARD', 'HALFLING', 18301, 17)
('Larry Hayes', 'WARLOCK', 'DWARF', 1134, 17)
('Anthony Brown', 'WARLOCK', 'HALF_ELF', 14519, 13)
('Brian Richardson', 'WIZARD', 'ELF', 19562, 15)
('David Miller', 'PALADIN', 'TIEFLING', 11731, 8)
('Ashley Fox', 'BARBARIAN', 'HALFLING', 16974, 17)
('Mrs. Pamela Cantu PhD', 'ROGUE', 'GNOME', 6296, 6)
('Amanda Johnson', 'BARBARIAN', 'HALF_ORC', 14893, 1)
('Daniel Long', 'WIZARD', 'ELF', 6999, 16)
('Joshua Sullivan', 'WIZARD', 'ELF', 2202, 15)
('Samantha Hernandez', 'ARTIFICER', 'HALF_ORC', 10335, 10)
('Deanna Huff', 'WIZARD', 'HALFLING', 10579, 3)
('Valerie Harris', 'BARBARIAN', 'DWARF', 1494, 12)
('Edgar Peterson', 'SORCERER', 'HALFLING', 1531, 5)
('Christopher Adams', 'CLERIC', 'HUMAN', 534, 5)
('Beth Yang', 'MONK', 'GNOME', 416, 13)
('Christopher Aguilar', 'ROGUE', 'GNOME', 15083, 4)
('Aaron Mitchell', 'WIZARD', 'DRAGONBORN', 7215, 8)
('Dennis Weaver', 'PALADIN', 'TIEFLING', 1259, 14)
('Gregory Gomez', 'RANGER', 'HALF_ORC', 2941, 16)
('Lisa Medina', 'ARTIFICER', 'GNOME', 209, 2)
('Holly Roberts', 'DRUID', 'DRAGONBORN', 6329, 13)
('Robert Powell', 'ARTIFICER', 'DWARF', 13659, 5)
('Shaun Hill', 'FIGHTER', 'DRAGONBORN', 3360, 16)
('Dawn Bennett', 'PALADIN', 'HALF_ORC', 9389, 4)
('Jonathan Mckinney', 'WARLOCK', 'TIEFLING', 3807, 2)
('Michael Dixon', 'ARTIFICER', 'ELF', 5644, 13)
('Henry Cook', 'BARBARIAN', 'DRAGONBORN', 15127, 19)
('Stephen Mcdowell', 'SORCERER', 'HALF_ELF', 18709, 2)
('Jamie Williams', 'BARD', 'DRAGONBORN', 14173, 10)
('Lynn Bowman', 'RANGER', 'DWARF', 8177, 16)
('Dylan Warren', 'ARTIFICER', 'HALF_ELF', 2957, 1)
('Audrey Williams', 'PALADIN', 'DRAGONBORN', 12211, 1)
('Kenneth Griffin', 'FIGHTER', 'DRAGONBORN', 15750, 19)
('Jason Harris', 'ROGUE', 'ELF', 3111, 5)
('Christopher Lewis DDS', 'ROGUE', 'HALF_ELF', 2519, 17)
('Sherry Lee', 'CLERIC', 'HALF_ORC', 17323, 17)
('Michael Salazar', 'CLERIC', 'HALF_ELF', 3204, 12)
('Lindsay Richards', 'WARLOCK', 'DRAGONBORN', 969, 17)
('Joshua Coleman', 'BARD', 'DRAGONBORN', 6842, 8)
('Jamie Washington', 'FIGHTER', 'HALF_ELF', 18375, 11)
('Amy Andersen', 'FIGHTER', 'TIEFLING', 8378, 17)
('Jacob Rivas DDS', 'FIGHTER', 'HALFLING', 1264, 8)
('Louis Walker', 'CLERIC', 'HALFLING', 5802, 8)
('Renee Williamson', 'ROGUE', 'HALF_ELF', 10763, 16)
('Pamela Burnett', 'DRUID', 'HUMAN', 13258, 6)
('Steven Rosario', 'FIGHTER', 'TIEFLING', 4008, 11)
('Samuel Porter', 'DRUID', 'HALFLING', 5210, 2)
('Karen Arellano', 'RANGER', 'HALF_ELF', 14243, 17)
('Brian Lewis', 'SORCERER', 'GNOME', 7445, 2)
('Julie Hickman', 'ARTIFICER', 'ELF', 13065, 2)
('Jessica Baird', 'WARLOCK', 'HALF_ORC', 7928, 12)
('Joseph Hernandez', 'CLERIC', 'DWARF', 11106, 6)
('Megan Silva', 'PALADIN', 'HALF_ELF', 12231, 6)
('Dana Miller', 'RANGER', 'DWARF', 4027, 19)
('David Blevins', 'FIGHTER', 'HALFLING', 12806, 11)
('Daniel Ross', 'ROGUE', 'DRAGONBORN', 17485, 8)
('Jon Smith', 'DRUID', 'DWARF', 13497, 10)
('April Valencia', 'PALADIN', 'DWARF', 1569, 7)
('Kenneth Hess', 'BARBARIAN', 'HUMAN', 6282, 13)
('John Hawkins', 'SORCERER', 'HALF_ELF', 12052, 9)
('Christine Reynolds', 'RANGER', 'DWARF', 14829, 20)
('Michele Bell', 'MONK', 'HALFLING', 16290, 4)
('Andrew Bryant', 'WARLOCK', 'DRAGONBORN', 18951, 5)
('Linda Evans', 'FIGHTER', 'ELF', 3307, 10)
('Lori Gomez', 'PALADIN', 'DRAGONBORN', 18876, 18)
('Evelyn Jackson', 'PALADIN', 'HUMAN', 2190, 2)
('Christopher Oconnor', 'DRUID', 'ELF', 11767, 8)
('Todd Cowan', 'BARBARIAN', 'HALFLING', 17377, 19)
('Christopher Quinn', 'WIZARD', 'HUMAN', 2755, 13)
('Emma Leonard', 'ARTIFICER', 'GNOME', 5925, 8)
('Bobby Parsons', 'DRUID', 'DWARF', 1764, 12)
('William Wilkinson', 'MONK', 'ELF', 1642, 5)
('Patricia Wilson', 'BARBARIAN', 'TIEFLING', 8647, 12)
('Crystal Jacobs', 'ROGUE', 'GNOME', 8466, 15)
('Travis Wagner', 'MONK', 'HALF_ORC', 12999, 8)
('Dr. Carmen Bell', 'DRUID', 'TIEFLING', 3033, 18)
('Michelle Charles', 'FIGHTER', 'TIEFLING', 18003, 7)
('Cathy Peters', 'ROGUE', 'HUMAN', 4478, 13)
('Nicole Price', 'MONK', 'HALF_ORC', 1845, 14)
('Timothy Grimes', 'WIZARD', 'ELF', 7042, 14)
('Christopher Davis', 'CLERIC', 'HALF_ORC', 19323, 2)
('Mark Washington', 'ROGUE', 'HALF_ORC', 1205, 14)
('Andrew Elliott', 'ARTIFICER', 'ELF', 6183, 9)
('Victor Jones', 'FIGHTER', 'DWARF', 4912, 18)
('Troy Dickerson', 'ARTIFICER', 'ELF', 4935, 6)
('Jeff Walker', 'FIGHTER', 'GNOME', 5626, 10)
('Kayla Coleman', 'DRUID', 'DRAGONBORN', 8428, 4)
('Gregory Griffith', 'BARBARIAN', 'GNOME', 19050, 19)
('Jennifer Brown', 'CLERIC', 'GNOME', 2148, 4)
('Kelly Martin', 'MONK', 'GNOME', 7341, 10)
('Carmen Williams', 'ARTIFICER', 'DRAGONBORN', 692, 14)
('Chelsea Russell', 'CLERIC', 'HUMAN', 16503, 19)
('Jonathan White', 'SORCERER', 'HALF_ORC', 7251, 10)
('Matthew Fitzpatrick', 'CLERIC', 'HALF_ORC', 6153, 13)
('Joseph Drake', 'WARLOCK', 'GNOME', 7836, 19)
('Laura Wall DDS', 'ROGUE', 'HALF_ORC', 12403, 8)
('Steven Goodman', 'SORCERER', 'DWARF', 4055, 1)
('Laura Ellis', 'MONK', 'HALFLING', 17149, 11)
('Jessica Hall', 'RANGER', 'HALFLING', 17279, 14)
('Sherri Harris', 'SORCERER', 'DRAGONBORN', 13393, 16)
('Patricia Garcia', 'CLERIC', 'HALFLING', 19780, 8)
('Nathan Newton', 'MONK', 'HALFLING', 9060, 9)
('David Matthews', 'WARLOCK', 'HALF_ORC', 1495, 19)
('Todd Morgan', 'CLERIC', 'TIEFLING', 8314, 12)
('Kim Goodman', 'BARBARIAN', 'TIEFLING', 4369, 12)
('Whitney Cole', 'ROGUE', 'DRAGONBORN', 4525, 18)
('William Hall', 'RANGER', 'ELF', 10872, 11)
('Andrew Williams', 'BARD', 'ELF', 764, 19)
('Kevin Best', 'CLERIC', 'HUMAN', 15315, 18)
('Christopher Hill', 'ROGUE', 'ELF', 16236, 8)
('Ronnie Baker', 'PALADIN', 'DWARF', 576, 18)
('Jose Obrien', 'WARLOCK', 'TIEFLING', 10459, 7)
('Bonnie Rojas', 'MONK', 'HALF_ORC', 12976, 3)
('Ryan Butler', 'ROGUE', 'HALFLING', 17736, 16)
('Dylan Barnes', 'DRUID', 'HALF_ELF', 13029, 5)
('Roy Dominguez', 'FIGHTER', 'ELF', 11207, 19)
('Rebecca Adams', 'BARD', 'ELF', 8555, 8)
('Nancy Hernandez', 'MONK', 'DWARF', 6108, 13)
('Taylor Lewis', 'WIZARD', 'GNOME', 14444, 12)
('Michael Terry', 'FIGHTER', 'HALFLING', 8882, 14)
('Becky Jennings', 'RANGER', 'HALF_ELF', 13638, 2)
('Ashley Lewis', 'CLERIC', 'GNOME', 7959, 10)
('Christine Benton', 'SORCERER', 'HALF_ELF', 9714, 4)
('Jamie Maynard', 'MONK', 'HALF_ELF', 7081, 13)
('Jeanette Goodman', 'PALADIN', 'HALF_ORC', 9564, 18)
('Sarah Gill', 'ROGUE', 'ELF', 10972, 12)
('John Stephens', 'BARBARIAN', 'GNOME', 1956, 15)
('Bruce Harmon', 'RANGER', 'HUMAN', 18836, 20)
('Monica Hunter', 'WIZARD', 'GNOME', 14880, 13)
('Michelle Rogers', 'ROGUE', 'HALFLING', 8670, 15)
('Charles Cook', 'MONK', 'HUMAN', 15664, 17)
('Alexandra Kramer', 'BARD', 'HUMAN', 8040, 17)
('James Love', 'PALADIN', 'DWARF', 4547, 4)
('Teresa Griffin', 'SORCERER', 'ELF', 9508, 18)
('Wendy Anderson', 'WARLOCK', 'GNOME', 4848, 5)
('Doris Doyle', 'PALADIN', 'TIEFLING', 403, 12)
('Gregory Johnson', 'DRUID', 'GNOME', 6988, 14)
('Deborah Lara', 'WARLOCK', 'HUMAN', 1364, 14)
('Gary Young', 'BARBARIAN', 'ELF', 4884, 11)
('Karen Flores', 'RANGER', 'HALF_ELF', 15058, 17)
('Madison Drake', 'BARD', 'ELF', 751, 8)
('Wanda Harris', 'SORCERER', 'ELF', 17325, 6)
('Aaron Martinez', 'RANGER', 'HALFLING', 6356, 7)
('Alyssa Alexander', 'SORCERER', 'DRAGONBORN', 1618, 13)
('Christina Townsend', 'ROGUE', 'HALF_ORC', 16758, 3)
('April Newman', 'ARTIFICER', 'GNOME', 5921, 2)
('Benjamin Moore', 'WIZARD', 'HALFLING', 9675, 15)
('Molly Morrow', 'MONK', 'ELF', 2724, 10)
('Christina Barnes', 'FIGHTER', 'HALF_ELF', 12440, 2)
('Jennifer Hunter', 'CLERIC', 'HALFLING', 12478, 20)
('Fernando Grant', 'WARLOCK', 'HALF_ORC', 12352, 15)
('Renee Perry', 'SORCERER', 'DWARF', 5557, 19)
('Brooke Pugh', 'MONK', 'DWARF', 10816, 15)
('Jacqueline Gray MD', 'FIGHTER', 'HALFLING', 11507, 8)
('Kristin Carr', 'BARD', 'DRAGONBORN', 13145, 17)
('Roger Mitchell', 'RANGER', 'ELF', 10285, 13)
('Cynthia Campos', 'WARLOCK', 'HALF_ORC', 9191, 14)
('Maureen Johnson', 'WIZARD', 'DRAGONBORN', 885, 3)
('Sharon Smith', 'MONK', 'TIEFLING', 8550, 19)
('Joshua Williams', 'DRUID', 'GNOME', 11175, 13)
('John Baker', 'ARTIFICER', 'HALF_ELF', 14399, 17)
('Shelby Knox', 'CLERIC', 'DWARF', 18461, 17)
('Glenn Lopez', 'PALADIN', 'TIEFLING', 17512, 19)
('Kevin Richard', 'FIGHTER', 'HALFLING', 5838, 14)
('Brady Wood', 'RANGER', 'TIEFLING', 18038, 12)
('Robert Anderson', 'ROGUE', 'TIEFLING', 18570, 20)
('Brett Arias', 'PALADIN', 'TIEFLING', 13391, 18)
('Frank Williams', 'DRUID', 'DWARF', 8448, 13)
('Tammy Wolfe', 'FIGHTER', 'HALF_ORC', 10908, 14)
('John Martinez', 'BARD', 'TIEFLING', 3016, 4)
('Jason Norman', 'CLERIC', 'HALF_ORC', 2421, 19)
('Kelsey Wilson', 'WARLOCK', 'HALF_ORC', 17437, 6)
('Maria Greene', 'WARLOCK', 'ELF', 7606, 5)
('Gail Daniel MD', 'ARTIFICER', 'ELF', 14434, 14)
('Jordan Lawson', 'BARBARIAN', 'TIEFLING', 2866, 11)
('Dr. Jamie Sanchez', 'BARD', 'DWARF', 14353, 16)
('Christian Coleman', 'CLERIC', 'DRAGONBORN', 2777, 18)
('Arthur Stevens', 'BARBARIAN', 'ELF', 17538, 13)
('Thomas Mills', 'ARTIFICER', 'DRAGONBORN', 4996, 8)
('Joseph Jensen', 'WARLOCK', 'HUMAN', 2917, 20)
('Annette Brown', 'RANGER', 'HALFLING', 7452, 12)
('Reginald James', 'BARBARIAN', 'TIEFLING', 6485, 4)
('Karen Cohen', 'ARTIFICER', 'HUMAN', 5598, 15)
('David Moore', 'DRUID', 'GNOME', 5715, 20)
('Dr. Justin Crane', 'ROGUE', 'DRAGONBORN', 4128, 5)
('Nicholas Brown', 'BARD', 'DWARF', 18176, 20)
('Samantha Frye', 'CLERIC', 'HALF_ORC', 17399, 9)
('Angela Roberts', 'CLERIC', 'DRAGONBORN', 16343, 6)
('Jason Brown', 'DRUID', 'DWARF', 617, 15)
('Ryan Bauer', 'BARBARIAN', 'DRAGONBORN', 7385, 17)
('Julia Hernandez', 'WIZARD', 'TIEFLING', 13156, 4)
('Mary Martinez', 'CLERIC', 'HALF_ELF', 5525, 11)
('Jennifer Salazar', 'WIZARD', 'GNOME', 12917, 17)
('Jennifer Miller', 'ARTIFICER', 'TIEFLING', 18804, 16)
('Megan Jones', 'SORCERER', 'DWARF', 17818, 2)
('Nancy Meyer', 'DRUID', 'HALF_ORC', 13467, 16)
('Mark Wilson', 'WARLOCK', 'DWARF', 583, 2)
('Lisa Levy', 'RANGER', 'HUMAN', 14801, 3)
('Eric Jackson', 'WARLOCK', 'GNOME', 17950, 17)
('Jeffrey Smith', 'DRUID', 'HALF_ORC', 10821, 15)
('Brandi Marks', 'WARLOCK', 'TIEFLING', 10697, 10)
('Todd Baxter', 'PALADIN', 'DWARF', 10390, 13)
('Christopher Christensen', 'BARD', 'DRAGONBORN', 8290, 6)
('Gerald Bell', 'BARD', 'DWARF', 1431, 13)
('Cindy Rogers', 'MONK', 'HALF_ELF', 10775, 20)
('Kathryn Gardner', 'BARD', 'ELF', 1634, 2)
('Justin Joseph', 'WARLOCK', 'HALF_ELF', 13011, 11)
('Keith Kent', 'WIZARD', 'HALF_ORC', 4583, 3)
('Joel Rios', 'ROGUE', 'DWARF', 18221, 16)
('Steven Conley', 'SORCERER', 'HALF_ORC', 11533, 19)
('Scott Warren', 'BARD', 'HALF_ELF', 10602, 11)
('Thomas Hester', 'PALADIN', 'HUMAN', 8012, 15)
('Sonia Patterson', 'FIGHTER', 'ELF', 15639, 3)
('Brittany Patterson', 'SORCERER', 'ELF', 351, 1)
('Erin Holloway', 'ARTIFICER', 'ELF', 15982, 1)
('Mr. Tyler Carlson DDS', 'BARBARIAN', 'TIEFLING', 14977, 10)
('Alex Gregory', 'BARD', 'DWARF', 16153, 5)
('Jeffrey Cunningham', 'ARTIFICER', 'DWARF', 16947, 17)
('Jody Watts', 'SORCERER', 'TIEFLING', 19778, 14)
('Anthony Robinson', 'ARTIFICER', 'HALFLING', 7911, 9)
('Jeffrey Palmer', 'WIZARD', 'HALF_ELF', 5068, 1)
('Zachary Miller', 'RANGER', 'DWARF', 1102, 17)
('Joshua Coleman', 'BARD', 'HUMAN', 2977, 18)
('Charles Williams', 'BARD', 'TIEFLING', 9230, 2)
('Jessica Maxwell', 'WIZARD', 'HALF_ORC', 12034, 10)
('Tara Reed', 'RANGER', 'HALF_ELF', 18547, 17)
('William Logan', 'ARTIFICER', 'HALFLING', 6903, 20)
('Amanda Moody', 'ARTIFICER', 'HALF_ELF', 15504, 8)
('Donna Williams', 'ROGUE', 'GNOME', 11170, 15)
('Miranda Porter', 'WIZARD', 'HALF_ELF', 13901, 2)
('Nancy Decker', 'ROGUE', 'HALFLING', 2346, 13)
('Steven Tate', 'SORCERER', 'ELF', 16146, 4)
('Justin Obrien', 'ARTIFICER', 'DRAGONBORN', 7009, 3)
('Jennifer Jimenez', 'DRUID', 'HALFLING', 4621, 4)
('Jordan Graham', 'FIGHTER', 'DWARF', 15435, 4)
('Connie Ramos', 'SORCERER', 'HUMAN', 2481, 4)
('Michael Johnson', 'WIZARD', 'DWARF', 19636, 8)
('Karen Miller', 'WARLOCK', 'HALF_ORC', 17821, 20)
('Michael Lee', 'SORCERER', 'HALF_ELF', 7503, 14)
('Patricia Schroeder', 'BARD', 'HALF_ELF', 3200, 11)
('Steven Torres', 'ARTIFICER', 'DRAGONBORN', 4844, 20)
('Gerald Shaw', 'ROGUE', 'GNOME', 3744, 20)
('Shannon Castillo', 'MONK', 'DRAGONBORN', 17367, 12)
('David Campbell', 'WARLOCK', 'HALF_ORC', 290, 1)
('Donald Aguilar', 'WARLOCK', 'HALF_ORC', 13645, 15)
('Sandra Wolfe', 'ROGUE', 'HALF_ELF', 16248, 13)
('Steven Watson', 'WIZARD', 'DWARF', 7633, 12)
('Richard Foster', 'FIGHTER', 'HALF_ELF', 2323, 14)
('Tony Bradley', 'CLERIC', 'HALFLING', 12447, 13)
('Joshua Christensen', 'ARTIFICER', 'DWARF', 12424, 17)
('James Mclean', 'RANGER', 'DWARF', 19482, 2)
('Sabrina Jenkins', 'SORCERER', 'GNOME', 12913, 15)
